seed,K,m,n,size,alpha,beta,dd_face1_time,dd_face1_status,dd_face2_time,dd_face2_status,hybrid_time,hybrid_status,objective,G,price_term,fairness_term1,fairness_term2
1,2,10,5,small,0.25,0.25,0.630126953125,optimal,0.14235711097717285,optimal,0.0016088485717773438,optimal,0.00031544491518846756,0.012479848494789277,0.05609364527901289,0.0025222388779733984,0.0
1,2,10,5,small,0.5,0.0,0.9024510383605957,optimal,0.1197519302368164,optimal,0.0013391971588134766,optimal,0.0003161670823435497,0.012359545313377367,0.056113702159545635,0.002273609762936478,0.0
1,2,10,5,small,0.0,0.5,0.51898193359375,optimal,0.17666411399841309,optimal,0.0015909671783447266,optimal,0.00031455205017617415,0.01263296986613397,0.05608494006203217,0.00283196370745507,0.0
1,2,10,10,big,0.0,0.0,2.443804979324341,optimal,4.177160024642944,optimal,0.0014691352844238281,optimal,0.0046882365040177175,0.08807431742477223,0.2165233591097671,0.013955519270473202,0.05944422187855891
1,2,10,10,big,0.25,0.25,16.765083074569702,optimal,7.774281978607178,optimal,0.0016930103302001953,optimal,0.0027173339025268035,0.051387027170611624,0.22636541934094653,0.009505056060758476,0.023997957206137732
1,2,10,10,big,0.5,0.0,8.227216005325317,optimal,6.35272479057312,optimal,0.0009648799896240234,optimal,0.0023864879865591075,0.08530057488700532,0.21677718802675192,0.012144220702839652,0.0575507457329103
1,2,10,10,big,0.0,0.5,10.805283069610596,optimal,5.43490195274353,optimal,0.0008399486541748047,optimal,0.0028028805625742613,0.043078481942982805,0.23184960725654088,0.009433321961061681,0.015176860236797873
1,2,10,20,big,0.0,0.0,50.00846600532532,time_limit,10.005573034286499,time_limit,0.0009419918060302734,optimal,0.03873095155183382,0.04619821412544392,0.8801244406540909,0.004383984185478754,0.0
1,2,10,20,big,0.25,0.25,50.01314401626587,time_limit,1.3537068367004395,optimal,0.0018069744110107422,optimal,0.004719890682094539,0.03839998397285185,0.4312311564996439,5.347075067220251e-08,0.01683839941249432
1,2,10,20,big,0.5,0.0,50.00406289100647,time_limit,1.7266671657562256,optimal,0.0012760162353515625,optimal,0.004430397841351923,0.09948699406531009,0.42039883810515977,0.006933473688625237,0.07500031531573947
